id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
3167,1.52,AGSL,SI1,K, ,60.6,FALSE,7.33x7.3x4.43,Very good,Canada,Round,Excellent,63,4,12585,16720,9.440260908,9.724360887
3168,1.51,GemEx,SI2,H,Excellent,62.7,FALSE,7.26x7.29x4.56,Excellent,Russia,Radiant,Excellent,57,2,10875,19850,9.294221856,9.895959286
3169,1.4,AGSL,SI1,H, ,NA,FALSE,7.11x7.14x4.46,Excellent,DR Congo,Marquise,Excellent,NA,4,11255,16340,9.328567753,9.701371368
3170,1.58,GemEx,VS2,J, ,62.2,FALSE,7.41x7.45x4.62,Excellent,Australia,Emerald,Excellent,58,4,12145,16760,9.404672841,9.726750374
3171,1.09,AGSL,VVS2,G, ,59.6,FALSE,6.69x6.74x4,Excellent,Botswana,Round,Excellent,60,4,13000,15270,9.472704636,9.633645398
3172,1.67,AGSL,VVS2,K, ,61.2,FALSE,7.64x7.66x4.68,Very good,Angola,Round,Excellent,59,3,10900,16785,9.296518068,9.728240909
3173,1.16,NA,VS1,G, ,61.6,FALSE,6.73x6.79x4.16,Excellent,Russia,Emerald,Excellent,58,3,10465,14265,9.255791635,9.565564264
3174,1.61,GemEx,SI1,J, ,62.8,FALSE,7.43x7.47x4.68, ,Russia,Round, ,58,2,10975,11365,9.303375238,9.338293736
3175,1.01,AGSL,VVS2,E, ,NA,FALSE,6.38x6.42x4.02,Excellent,Russia,Round,Excellent,56,2,10990,18610,9.304741047,9.83145435
3176,1.26,AGSL,VS2,G, ,NA,FALSE,6.88x6.92x4.3, ,Other/Unknown,Round, ,57,4,15130,18615,9.624434807,9.831722986
3177,1.81,AGSL,SI1,K, ,62.1,FALSE,7.74x7.78x4.82, ,Russia,Round, ,59,2,10990,16925,9.304741047,9.736547098
3178,1.2,AGSL,VS1,G, ,62.2,FALSE,6.75x6.8x4.22, ,Russia,Round, ,NA,2,10990,18620,9.304741047,9.831991551
3179,1.2,AGSL,VS1,G, ,62.5,FALSE,6.75x6.8x4.23, ,Russia,Princess, ,58,2,10990,18620,9.304741047,9.831991551
3180,1.2,AGSL,VS2,F, ,62.8,FALSE,6.73x6.77x4.24, ,Russia,Round, ,NA,2,10990,18620,9.304741047,9.831991551
3181,1.01,AGSL,VVS1,F, ,62.3,FALSE,6.45x6.43x4.02,Excellent,Canada,Round,Excellent,56,3,11020,18665,9.307467083,9.834405391
3182,1.31,GemEx,VS2,G, ,61.9,FALSE,7x7.02x4.34,Excellent,South Africa,Round,Excellent,58,3,10380,17200,9.247636157,9.752664663
3183,1.13,AGSL,VS2,D, ,62.2,FALSE,6.64x6.68x4.14,Excellent,Botswana,Round,Excellent,NA,3,11045,18020,9.309733116,9.799237531
3184,1.52,AGSL,VS1,K,Good,NA,FALSE,7.18x7.22x4.57,Very good,Botswana,Princess,Excellent,NA,3,11050,16085,9.310185707,9.68564244
3185,1.31,AGSL,SI1,H, ,60.4,FALSE,7.05x7.1x4.27,Very good,Other/Unknown,Round,Excellent,58,2,11060,18735,9.311090275,9.838148711
3186,1.58,AGSL,VVS1,K, ,NA,FALSE,7.41x7.45x4.63,Excellent,Angola,Round,Excellent,NA,4,12810,17065,9.457981395,9.744784861
3187,1.01,NA,IF,F, ,64.6,FALSE,6.28x6.33x4.07,Very good,Australia,Oval,Very good,NA,2,8970,14725,9.101640955,9.597302009
3188,1.71,AGSL,VVS1,K, ,62.2,TRUE,7.63x7.59x4.74,Excellent,Angola,Round,Excellent,58,2,11090,1170,9.31379908,7.064759028
3189,1.22,AGSL,VS2,G,Very good,62.2,FALSE,6.78x6.86x4.24,Excellent,South Africa,ROUND,Very good,57,3,11095,15215,9.314249835,9.630037062
3190,1.5,AGSL,SI1,I, ,59.7,FALSE,7.47x7.43x4.45,Excellent,South Africa,Round,Excellent,60,2,11105,16275,9.315150736,9.697385467
3191,1.5,GemEx,SI1,I, ,60.5,FALSE,7.42x7.39x4.48,Excellent,Australia,Round,Excellent,NA,2,11105,13135,9.315150736,9.483035702
3192,1.5,AGSL,SI2,G, ,NA,FALSE,7.4x7.37x4.44,Excellent,Angola,Radiant,Excellent,61,3,11105,17100,9.315150736,9.746833742
3193,1.07,AGSL,VVS2,G, ,60.4,FALSE,6.61x6.66x4.01,Excellent,Russia,Round,Excellent,59,2,11155,18425,9.319643107,9.821463717
3194,1,AGSL,VS1,G, ,65.7,FALSE,6.2x6.13x4.05,Excellent,South Africa,Round,Good,56,4,13845,17775,9.535679436,9.785548255
3195,1,AGSL,VS2,F, ,NA,FALSE,6.36x6.34x4.01,Excellent,Russia,Round,Good,57,3,11170,18920,9.320986892,9.847974843
3196,1.2,AGSL,VS2,D, ,62.3,FALSE,6.8x6.75x4.22,Excellent,Botswana,Round,Very good,58,3,11175,18220,9.321434419,9.810275171
3197,1.51,AGSL,SI1,I, ,60.4,FALSE,7.45x7.41x4.49,Excellent,Russia,Round,Excellent,NA,4,14160,12495,9.558176367,9.433083843
3198,1.51,AGSL,SI2,G, ,62.2,FALSE,7.31x7.33x4.55,Excellent,Australia,Round,Excellent,NA,4,13755,17215,9.529157673,9.753536376
3199,1.13,NA,VS1,G, ,60.8,TRUE,6.72x6.76x4.1,Excellent,DR Congo,Marquise,Excellent,NA,3,9975,1555,9.207837242,7.349230825
3200,1.2,AGSL,SI1,D, ,NA,FALSE,6.79x6.82x4.25,Excellent,Botswana,Cushion,Excellent,57,2,9545,18630,9.163772736,9.832528464
3201,1.4,AGSL,VS2,H, ,62.3,FALSE,7.17x7.14x4.46,Excellent,DR Congo,Round,Excellent,57,2,11260,18215,9.329011902,9.810000709
3202,1.07,AGSL,VVS2,H, ,60.2,FALSE,6.65x6.63x4,Excellent,Russia,Round,Excellent,61,3,11260,19070,9.329011902,9.855871699
3203,1.53,NA,VS2,I, ,61.1,FALSE,7.45x7.41x4.54,Excellent,Botswana,Round,Excellent,59,3,9150,12055,9.121509158,9.397234791
3204,2.05,AGSL,SI2,L, ,60.1,FALSE,8.27x8.23x4.96,Excellent,DR Congo,Round,Excellent,NA,4,13565,15950,9.515248225,9.677214108
3205,1.51,AGSL,SI2,H, ,62.7,FALSE,7.27x7.31x4.57,Excellent,DR Congo,Round,Excellent,NA,4,14030,13715,9.548953173,9.526245403
3206,1.1,AGSL,VS2,F, ,NA,FALSE,6.6x6.63x4.09,Excellent,Botswana,Round,Excellent,NA,2,11290,12520,9.331672657,9.435082645
3207,2,AGSL,VVS2,L, ,66.1,FALSE,7.74x7.78x5.13, ,Botswana,Round, ,NA,2,11300,11720,9.332558005,9.369052063
3208,1.5,AGSL,SI2,J, ,62.1,FALSE,7.32x7.36x4.56,Excellent,Botswana,Emerald,Excellent,NA,2,11300,17305,9.332558005,9.758750756
3209,1.7,NA,SI1,J, ,62.5,FALSE,7.64x7.61x4.77,Very good,Russia,Emerald,Excellent,57,3,11280,12280,9.330786525,9.415727202
3210,1.9,AGSL,VS2,L, ,62,FALSE,7.89x7.93x4.9, ,Russia,Round, ,NA,3,11330,17445,9.335209354,9.766808354
3211,1.12,GemEx,VVS2,G, ,60.4,FALSE,6.7x6.72x4.06, ,South Africa,Round, ,59,2,11335,17015,9.335650563,9.741850587
3212,1.52,AGSL,SI2,H, ,62.4,FALSE,7.28x7.34x4.56,Excellent,Botswana,Marquise,Excellent,58,3,11235,15335,9.326789185,9.637893077
3213,1.35,AGSL,SI1,H, ,62.1,FALSE,7.07x7.1x4.4,Excellent,DR Congo,Emerald,Excellent,NA,3,11400,17040,9.341368634,9.7433188
3214,1.2,AGSL,VVS2,G, ,62.7,TRUE,6.74x6.78x4.24, ,Angola,Round, ,57,2,11400,935,9.341368634,6.840546529
3215,1.3,AGSL,VS1,H, ,NA,FALSE,6.95x6.99x4.32,Excellent,DR Congo,Round,Excellent,NA,4,13395,18050,9.502636782,9.800900964
3216,1.65,AGSL,SI2,H, ,62.9,FALSE,7.48x7.52x4.72,Excellent,Russia,Round,Excellent,NA,2,11200,17570,9.323669057,9.773948181
3217,1.27,AGSL,IF,H, ,59,FALSE,7.07x7.1x4.18,Excellent,Russia,Round,Excellent,NA,4,14155,19350,9.557823198,9.870447698
3218,1.01,NA,VS2,E, ,61.8,FALSE,6.42x6.47x3.98,Excellent,Botswana,Emerald,Excellent,57,2,11185,15675,9.322328874,9.659822366
3219,1.5,AGSL,VS1,I, ,59.9,FALSE,7.4x7.42x4.44, ,DR Congo,Round, ,60,4,12810,17630,9.457981395,9.777357275
3220,1.32,AGSL,SI1,G, ,NA,FALSE,7.07x7.1x4.31,Excellent,Russia,Round,Excellent,58,3,11395,19445,9.340929942,9.875345247
3221,1.16,AGSL,VS1,G, ,NA,FALSE,6.69x6.74x4.19,Excellent,DR Congo,Round,Excellent,NA,4,14535,18980,9.584314813,9.851141072
3222,1.73,AGSL,SI1,J, ,62.4,FALSE,7.68x7.65x4.79,Excellent,Russia,Emerald,Excellent,57,2,11505,17720,9.350537002,9.782449224
3223,1.02,GemEx,VVS2,E, ,62.8,FALSE,6.36x6.41x4.01,Excellent,Canada,Round,Very good,58,3,10780,19495,9.285447844,9.877913301
3224,1.27,AGSL,VS1,H, ,61.9,FALSE,6.92x6.96x4.3,Excellent,Botswana,Emerald,Excellent,NA,4,14210,18535,9.561701221,9.827416116
3225,1.17,AGSL,VVS2,G, ,62.1,FALSE,6.71x6.77x4.19, ,Russia,Round, ,NA,4,14240,19565,9.563810185,9.881497535
3226,1.31,AGSL,VS2,G, ,61.3,TRUE,7.02x7.05x4.31,Excellent,DR Congo,Round,Excellent,NA,3,10845,1595,9.291459423,7.374629015
3227,1.01,AGSL,VS1,D, ,62.2,FALSE,6.43x6.4x3.99,Excellent,Botswana,Round,Excellent,57,2,11590,18825,9.357897936,9.842941053
3228,1.81,AGSL,VS2,K, ,62.2,FALSE,7.75x7.8x4.84, ,Other/Unknown,Princess, ,58,4,14045,17850,9.55002174,9.789758787
3229,1.29,AGSL,SI1,F, ,59.1,FALSE,7.13x7.16x4.22,Very good,Botswana,Uncut,Very good,59,2,5200,5815,8.556413905,8.668196065
3230,1.51,GemEx,VS2,I, ,62.6,FALSE,7.31x7.26x4.56,Excellent,Canada,Radiant,Excellent,59,2,11600,17860,9.358760377,9.790318854
3231,1.08,AGSL,VS1,F, ,NA,TRUE,6.71x6.76x3.94,Excellent,Angola,Round,Excellent,NA,3,11610,2640,9.359622075,7.878534196
3232,1.51,AGSL,SI2,G, ,61.4,FALSE,7.34x7.38x4.52,Very good,Russia,Princess,Excellent,59,2,9850,17900,9.195226734,9.792555992
3233,1.53,AGSL,VS1,J, ,NA,FALSE,7.33x7.36x4.62,Excellent,Botswana,Pear,Excellent,55,3,11625,17615,9.36091323,9.776506091
3234,1.57,AGSL,SI1,I, ,61.4,FALSE,7.47x7.5x4.6,Excellent,Russia,Oval ,Excellent,NA,4,11770,17900,9.3733092,9.792555992
3235,1.27,AGSL,SI1,D, ,NA,FALSE,6.98x7.02x4.3,Excellent,Botswana,Round,Excellent,NA,4,14020,18060,9.548240161,9.801454827
3236,1.34,AGSL,SI1,G, ,59.5,FALSE,7.18x7.22x4.28,Excellent,Canada,Round,Excellent,59,2,11655,19740,9.363490551,9.890402313
3237,1.5,AGSL,SI2,F, ,60.4,FALSE,7.38x7.41x4.47,Very good,Russia,Round,Very good,NA,4,13915,17980,9.540722674,9.797015308
3238,1.56,GemEx,SI2,E, ,62.2,FALSE,7.46x7.43x4.63,Excellent,Russia,Princess,Excellent,56,2,11710,18035,9.368198457,9.800069593
3239,1.41,AGSL,IF,I, ,61.4,FALSE,7.17x7.22x4.42, ,Botswana,Round, ,59,2,11720,19280,9.369052063,9.866823568
3240,2.18,AGSL,SI2,K, ,58.4,FALSE,8.53x8.58x5,Very good,Russia,Oval ,Very good,58,2,8700,18095,9.071078305,9.803390936
3241,1.14,GemEx,VS1,F, ,59.3,FALSE,6.8x6.83x4.04,Excellent,Angola,Round,Excellent,NA,4,14445,19910,9.578103613,9.898977397
3242,1.22,AGSL,VS1,F, ,62.8,FALSE,6.78x6.8x4.26,Very good,Russia,Round,Very good,59,3,11765,19930,9.372884301,9.899981413
3243,1.77,AGSL,SI1,J, ,61.7,FALSE,7.74x7.8x4.79, ,Angola,Round, ,59,2,11770,18125,9.3733092,9.80504748
3244,1.7,AGSL,SI2,I, ,62.2,FALSE,7.65x7.61x4.75,Excellent,Botswana,Round,Excellent,58,3,11770,17810,9.3733092,9.787515376
3245,1.1,AGSL,VS2,D, ,62,FALSE,6.61x6.63x4.11, ,Botswana,Oval, ,57,2,11770,16515,9.3733092,9.712024338
3246,1.71,AGSL,VS2,J, ,62.1,FALSE,7.67x7.63x4.75,Excellent,South Africa,Princess,Very good,56,2,11780,17910,9.374158457,9.793114495
3247,1.4,AGSL,SI1,G, ,61.2,FALSE,7.15x7.19x4.39, ,Angola,Round, ,59,2,11785,14410,9.374582815,9.575677689
3248,1.31,AGSL,IF,I, ,NA,FALSE,6.99x7.03x4.38,Excellent,Canada,Radiant,Excellent,NA,3,11785,19960,9.374582815,9.90148555
3249,1.4,AGSL,SI1,G, ,NA,FALSE,7.1x7.14x4.46, ,Botswana,Asscher, ,58,2,11785,14900,9.374582815,9.609116492
3250,1.71,AGSL,SI2,J, ,61.4,FALSE,7.69x7.64x4.71,Excellent,Russia,Round,Excellent,NA,3,11555,18160,9.354873523,9.806976652
3251,1.17,AGSL,VVS2,G, ,62.4,FALSE,6.68x6.74x4.19, ,South Africa,Round, ,57,3,11840,17910,9.379238908,9.793114495
3252,1.54,AGSL,SI1,I, ,59.8,FALSE,7.45x7.48x4.46,Excellent,Botswana,Pear,Excellent,61,2,11680,17100,9.365633256,9.746833742
3253,1.58,AGSL,SI2,G, ,NA,FALSE,7.45x7.4x4.64,Excellent,South Africa,Oval,Excellent,58,2,11855,17420,9.380504998,9.76537425
3254,2.1,AGSL,SI2,L, ,63.8,FALSE,7.99x8.09x5.13, ,Canada,Round, ,57,2,11865,18270,9.381348169,9.813015649
3255,1.72,NA,SI1,J, ,61.2,FALSE,7.72x7.67x4.71,Excellent,Australia,Round,Excellent,61,2,10640,5045,9.272375763,8.526152933
3256,1.41,AGSL,SI1,G, ,62.5,FALSE,7.12x7.16x4.46, ,Botswana,Radiant, ,58,2,11870,17760,9.381769488,9.784704017
3257,1.66,AGSL,VS1,K,Very good,62.8,FALSE,7.55x7.58x4.75,Good,Botswana,Round,Very good,NA,2,11875,12245,9.382190629,9.412872969
3258,1,NA,VS1,D, ,61.7,FALSE,6.4x6.43x3.96,Good,Australia,Radiant,Very good,56,2,9660,15235,9.175748927,9.631350691
3259,1.07,AGSL,VVS2,F, ,62.5,FALSE,6.67x6.7x4.18,Excellent,Russia,Pear,Excellent,56,3,11895,20150,9.383873423,9.910959567
3260,1.33,AGSL,VVS2,H, ,60.8,FALSE,7.07x7.1x4.31, ,Russia,Radiant, ,61,2,11895,20145,9.383873423,9.910711398
3261,1.92,AGSL,VS1,L, ,62.4,FALSE,7.91x7.95x4.95, ,Russia,Emerald, ,NA,2,11895,10695,9.383873423,9.277531622
3262,1.31,AGSL,VS1,H, ,62.3,FALSE,6.97x7x4.35, ,Russia,Pear, ,NA,2,11900,20155,9.384293679,9.911207676
3263,1.01,AGSL,VS1,D, ,59.3,FALSE,6.54x6.57x3.89, ,Botswana,Round, ,59,2,11905,19720,9.384713759,9.889388628
3264,1.53,AGSL,SI2,H, ,61.8,FALSE,7.38x7.41x4.57,Excellent,Canada,Round,Excellent,57,2,11925,18360,9.386392316,9.817929664
3265,1.4,AGSL,SI1,D, ,62.5,FALSE,7.1x7.15x4.45, ,DR Congo,Round, ,59,3,11930,19240,9.386811515,9.864746724
3266,1.9,AGSL,VVS2,L, ,62,FALSE,7.9x7.93x4.91, ,Russia,Emerald, ,59,4,14105,18395,9.554284623,9.819834168
3267,1.01,GemEx,VVS2,D, ,62.1,FALSE,6.43x6.39x3.98,Very good,DR Congo,Round,Good,56,3,11965,20030,9.389741,9.904986429
3268,1.7,AGSL,SI1,J,Very good,64.7,FALSE,7.38x7.45x4.8,Very good,Russia,Radiant,Very good,56,2,11975,19595,9.390576422,9.883029711
3269,1.71,AGSL,SI2,I, ,62.2,TRUE,7.63x7.66x4.75,Excellent,Angola,Round,Excellent,NA,3,11585,1500,9.357466437,7.313220387
3270,1.52,AGSL,VS2,I, ,62.5,FALSE,7.36x7.33x4.59,Excellent,Russia,Round,Excellent,57,2,11995,18470,9.392245175,9.823903073
3271,1.46,AGSL,VS2,H, ,62.5,FALSE,7.22x7.26x4.52, ,Russia,Emerald, ,NA,4,15230,20355,9.631022446,9.921081861
3272,0.9,AGSL,IF,D, ,60.8,FALSE,6.13x6.17x3.74,Very good,Russia,Round,Good,64,3,12035,19855,9.39557435,9.896211144
3273,1.43,AGSL,SI1,E, ,61.9,FALSE,7.15x7.19x4.44, ,Canada,Round, ,58,3,12035,20385,9.39557435,9.922554615
3274,1.22,AGSL,VVS2,G, ,60.4,FALSE,6.89x6.91x4.17, ,Russia,Round, ,60,2,12045,7580,9.396404915,8.933268479
3275,2.01,AGSL,VVS1,M, ,62.3,FALSE,8.06x8.01x5,Excellent,Botswana,Round,Excellent,60,2,12060,18235,9.39764947,9.811098103
3276,1.61,AGSL,SI1,I, ,59.4,FALSE,7.69x7.67x4.56,Excellent,Russia,Round,Excellent,59,2,12080,18600,9.399306471,9.83091686
3277,1.33,AGSL,VS1,H, ,62.2,FALSE,6.99x7.03x4.36, ,South Africa,Oval, ,NA,3,12080,20320,9.399306471,9.919360902
3278,1.7,AGSL,SI1,I, ,60.7,FALSE,7.73x7.7x4.68,Excellent,South Africa,Princess,Excellent,NA,4,13725,18175,9.526974266,9.807802302
3279,1.07,AGSL,VS2,E, ,61.8,TRUE,6.54x6.58x4.05,Excellent,Angola,Round,Excellent,NA,2,12125,2480,9.403024716,7.816013839
3280,1.42,AGSL,VVS2,I, ,61.5,FALSE,7.18x7.23x4.43,Excellent,Botswana,Round,Excellent,NA,4,15925,20500,9.67564548,9.928180165
3281,1.2,GemEx,VVS2,G, ,62.3,FALSE,6.76x6.79x4.22, ,Russia,Round, ,57,3,12140,20570,9.404261065,9.931588983
3282,1.54,AGSL,SI2,G, ,59.2,FALSE,7.54x7.48x4.45,Excellent,Russia,Round,Excellent,61,2,12160,18730,9.405907156,9.837881795
3283,1.7,AGSL,VS2,J, ,62.4,FALSE,7.63x7.59x4.75,Excellent,Russia,Marquise,Excellent,NA,3,12165,18730,9.406318255,9.837881795
3284,1.9,GemEx,VS2,K, ,60.5,FALSE,8.01x8.03x4.85, ,Russia,Round, ,58,2,12165,18735,9.406318255,9.838148711
3285,1.5,AGSL,SI2,H,Very good,63,FALSE,7.24x7.26x4.57,Very good,Canada,Round,Good,53,4,16110,18000,9.687195476,9.798127037
3286,1.53,AGSL,VS2,I, ,62.6,FALSE,7.37x7.33x4.6,Excellent,Canada,Oval,Excellent,58,4,14975,18840,9.614137423,9.843737548
3287,1.56,AGSL,SI2,D,Good,63.4,FALSE,7.28x7.41x4.66,Good,Russia,Round,Good,65,2,12250,23250,9.413281216,10.05406041
3288,1.01,NA,VVS1,E, ,NA,FALSE,6.57x6.66x3.8,Excellent,Botswana,Round,Very good,60,4,12705,15780,9.449750896,9.666498594
3289,1.5,AGSL,VS2,I, ,62.4,FALSE,7.26x7.3x4.54,Very good,Australia,Round,Excellent,NA,3,11375,18955,9.339173244,9.849823028
3290,1.5,AGSL,SI2,F, ,62.6,FALSE,7.3x7.31x4.57,Excellent,Other/Unknown,Asscher,Excellent,57,3,11905,18955,9.384713759,9.849823028
3291,1.55,NA,SI2,F, ,62,FALSE,7.39x7.44x4.6,Very good,Botswana,Round,Excellent,59,4,12695,12380,9.448963494,9.423837546
3292,1.25,AGSL,VVS2,G, ,61.5,FALSE,6.86x6.9x4.23, ,Russia,Oval, ,60,2,12340,20900,9.420601297,9.947504438
3293,1.3,AGSL,VS2,F, ,62.9,FALSE,6.93x6.98x4.37,Excellent,Australia,Pear,Excellent,NA,2,12150,20905,9.405084449,9.947743644
3294,1.32,AGSL,SI1,E,Very good,62.6,FALSE,6.94x7.03x4.37,Good,Russia,Round,Very good,NA,2,12350,18340,9.421411342,9.816839746
3295,1.9,AGSL,SI1,K, ,NA,FALSE,7.88x7.82x4.93,Excellent,Australia,Pear,Excellent,58,2,12355,16120,9.421816118,9.687816016
3296,1,AGSL,IF,F, ,61.6,FALSE,6.43x6.47x3.98, ,DR Congo,Round, ,56,3,12360,20005,9.422220731,9.903737521
3297,1.7,AGSL,SI2,H, ,63.5,FALSE,7.58x7.47x4.78,Excellent,Russia,Round,Very good,57,2,12385,19070,9.424241342,9.855871699
3298,1.74,AGSL,VS2,K,Very good,58.7,FALSE,7.8x7.9x4.61,Very good,Botswana,Round,Very good,63,4,15635,16705,9.65726727,9.723463355
3299,1.1,AGSL,VS2,D, ,62,FALSE,6.6x6.67x4.12,Excellent,Angola,Round,Very good,56,3,12395,20995,9.425048444,9.952039593
3300,2.01,AGSL,SI2,K, ,61.8,FALSE,8.11x8.08x5,Excellent,Russia,Round,Excellent,61,4,15775,19105,9.666181687,9.85770536
3301,1.31,AGSL,VS1,G, ,61.7,FALSE,7.05x7.06x4.35,Excellent,DR Congo,Round,Excellent,57,4,14660,20195,9.592877975,9.913190328
3302,1.4,AGSL,VS1,H, ,62.8,FALSE,7.09x7.13x4.46, ,Botswana,Round, ,NA,4,14595,9850,9.588434283,9.195226734
3303,1.4,AGSL,VS2,H, ,62.3,FALSE,7.11x7.15x4.45, ,Botswana,Round, ,58,4,15205,19225,9.6293796,9.863966794
3304,1.51,AGSL,SI1,H, ,63,FALSE,7.32x7.29x4.6,Excellent,Russia,Round,Excellent,NA,4,15000,19180,9.61580548,9.861623348
3305,2.27,NA,SI2,L, ,60.2,FALSE,8.55x8.5x5.13,Excellent,South Africa,Radiant,Excellent,60,4,13840,13440,9.535318229,9.505990614
3306,2.01,AGSL,SI1,L, ,60.6,FALSE,8.19x8.17x4.95,Excellent,Russia,Round,Excellent,60,2,12500,19250,9.433483923,9.86526634
3307,1.72,AGSL,VS2,K,Excellent,62.3,FALSE,7.65x7.69x4.78,Excellent,South Africa,Oval,Excellent,56,2,12500,18945,9.433483923,9.849295323
3308,1.7,AGSL,SI2,H, ,63.5,FALSE,7.54x7.5x4.78,Excellent,Russia,Emerald,Excellent,NA,4,16840,19315,9.731512288,9.868637275
3309,1.05,GemEx,VS1,E, ,61.8,FALSE,6.5x6.54x4.03,Excellent,Zimbabwe,Pear,Excellent,58,3,12615,21150,9.442641861,9.959395184
3310,1.5,AGSL,SI1,E, ,61.6,FALSE,7.35x7.3x4.51,Excellent,Russia,Round,Very good,62,4,15060,19530,9.619797501,9.879707024
3311,1.32,AGSL,VS1,H, ,61.8,FALSE,7.03x7.08x4.36,Excellent,DR Congo,Round,Excellent,58,3,12690,19780,9.448569561,9.892426605
3312,1.57,AGSL,VS1,J, ,62.1,FALSE,7.43x7.47x4.63,Excellent,Russia,Round,Excellent,56,4,15275,19550,9.633972784,9.880730565
3313,1.7,AGSL,VS1,J, ,62.6,FALSE,7.58x7.63x4.76, ,South Africa,Round, ,57,2,12720,18955,9.450930837,9.849823028
3314,1.24,AGSL,VS1,G, ,61.5,FALSE,6.87x6.9x4.24,Excellent,Botswana,Round,Excellent,59,4,15105,16610,9.622781094,9.717760203
3315,1.76,AGSL,VS2,K,Very good,62.9,FALSE,7.57x7.63x4.78,Very good,Australia,Princess,Excellent,58,4,15990,18195,9.679718806,9.80890211
3316,1.71,AGSL,SI1,J, ,62.1,FALSE,7.64x7.67x4.75,Excellent,Australia,Radiant,Excellent,NA,3,12795,19700,9.456809749,9.888373915
3317,1.54,AGSL,VVS1,K, ,NA,FALSE,7.41x7.38x4.58,Excellent,DR Congo,Round,Excellent,NA,2,12800,15890,9.45720045,9.67344526
3318,1.51,AGSL,SI1,H, ,59.8,FALSE,7.49x7.46x4.47,Excellent,DR Congo,Princess,Excellent,NA,2,12800,18715,9.45720045,9.83708062
3319,1.6,AGSL,SI2,I, ,62.3,FALSE,7.45x7.5x4.66,Excellent,DR Congo,Round,Excellent,57,4,15890,19415,9.67344526,9.873801242
3320,1.72,AGSL,VS1,J, ,62.5,FALSE,7.66x7.63x4.78,Excellent,Zimbabwe,Oval,Excellent,NA,2,12870,16965,9.462654301,9.738907677
3321,1.5,AGSL,SI1,H, ,62,FALSE,7.34x7.31x4.54,Excellent,Russia,Round,Excellent,58,3,12885,19840,9.463819123,9.895455381
3322,2.1,AGSL,SI1,L, ,62.5,FALSE,8.14x8.19x5.1, ,Russia,Round, ,56,2,12890,19850,9.464207096,9.895959286
3323,2.01,AGSL,SI2,K, ,60.5,FALSE,8.19x8.14x4.94,Excellent,Australia,Round,Excellent,NA,2,12925,19900,9.466918699,9.898475011
3324,1.01,AGSL,VVS2,D, ,57.9,FALSE,6.54x6.59x3.8,Very good,Angola,Round,Very good,NA,2,12925,21890,9.466918699,9.993785191
3325,1.51,AGSL,SI1,F, ,63.5,FALSE,7.28x7.22x4.61,Very good,Botswana,Round,Very good,57,3,12945,19925,9.468464892,9.899730504
3326,1.37,AGSL,VS2,G, ,62.1,FALSE,7.1x7.14x4.42,Excellent,DR Congo,Marquise,Excellent,56,4,15475,21790,9.646981098,9.989206428
3327,1.63,AGSL,SI2,E, ,NA,FALSE,7.47x7.5x4.71, ,Russia,Round, ,NA,4,15500,19955,9.648595303,9.901235017
3328,1.53,AGSL,SI1,H, ,59.7,FALSE,7.52x7.48x4.48,Excellent,Russia,Radiant,Excellent,NA,2,12965,19970,9.470008698,9.901986426
3329,1.53,AGSL,SI1,H, ,61.2,FALSE,7.42x7.39x4.54,Excellent,Botswana,Round,Excellent,61,2,12965,18000,9.470008698,9.798127037
3330,1.21,AGSL,VS2,E, ,62.5,FALSE,6.78x6.82x4.25,Excellent,Russia,Round,Excellent,58,2,12990,22000,9.47193511,9.998797732
3331,1.43,AGSL,SI1,F, ,61.3,FALSE,7.21x7.26x4.44, ,Botswana,Princess, ,NA,3,12990,21910,9.47193511,9.994698433
3332,1.52,AGSL,SI1,H, ,NA,FALSE,7.35x7.4x4.54,Excellent,Canada,Princess,Excellent,58,3,13030,20065,9.47500967,9.906732283
3333,1.8,AGSL,VS2,J, ,NA,FALSE,7.67x7.62x4.86,Excellent,Angola,Princess,Very good,NA,2,13035,20075,9.475393326,9.907230539
3334,1.21,NA,VS1,E, ,61.3,FALSE,6.84x6.89x4.21,Excellent,South Africa,Cushion,Excellent,NA,2,10395,15485,9.2490802,9.647627092
3335,1.63,AGSL,IF,J, ,60.1,FALSE,7.62x7.68x4.6,Very good,Russia,Pear,Very good,61,4,16015,20215,9.681281062,9.914180182
3336,1.52,AGSL,SI1,G, ,61.3,FALSE,7.38x7.4x4.53,Excellent,DR Congo,Emerald,Excellent,NA,2,13130,20220,9.482654967,9.914427493
3337,1.4,AGSL,VS1,H, ,NA,TRUE,7.13x7.15x4.46, ,Angola,Radiant, ,NA,2,13130,2570,9.482654967,7.851661178
3338,1.9,AGSL,VS2,K, ,62.1,FALSE,7.9x7.93x4.91,Excellent,DR Congo,Round,Excellent,58,3,13140,19965,9.483416292,9.901736019
3339,1.3,AGSL,VVS2,G, ,NA,FALSE,6.93x6.98x4.31, ,Russia,Princess, ,NA,3,13155,22280,9.484557193,10.01144469
3340,1.53,AGSL,SI2,E, ,61.7,FALSE,7.39x7.36x4.55,Excellent,Russia,Round,Excellent,57,2,13175,20290,9.486076373,9.917883433
3341,1.02,AGSL,IF,F, ,NA,FALSE,6.44x6.53x3.99,Excellent,Angola,Round,Very good,58,2,13215,22385,9.489107827,10.01614637
